"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.630942958E0,6.461912384E0,-4.791236572E0,-1.012943573E0,8.107916763E0
2.641017958E0,6.229894867E0,-4.215084686E0,-9.190887451E-1,7.577813213E0
2.651091958E0,6.056854706E0,-3.764222260E0,-7.834707642E-1,7.174167867E0
2.661165958E0,5.957162018E0,-3.399580536E0,-8.156538391E-1,6.907258379E0
2.671239958E0,5.744005280E0,-3.223696289E0,-8.499325562E-1,6.641400437E0
2.681314958E0,5.497168579E0,-3.096011810E0,-7.161108398E-1,6.349564257E0
2.691388958E0,5.436993713E0,-3.010090485E0,-6.575825500E-1,6.249316777E0
2.701462958E0,5.407355347E0,-3.026705933E0,-6.979985046E-1,6.235995715E0
2.711537958E0,5.156926117E0,-3.068918152E0,-6.930587769E-1,6.040900270E0
2.721611958E0,5.055586853E0,-3.075803833E0,-5.858816528E-1,5.946661665E0
2.731685958E0,5.015919342E0,-3.082240448E0,-4.613406372E-1,5.905293236E0
2.741759958E0,4.898862762E0,-3.202739868E0,-4.471202087E-1,5.869950214E0
2.751834958E0,4.772076416E0,-3.346890106E0,-4.659809875E-1,5.847351963E0
2.761908958E0,4.715943146E0,-3.521127777E0,-4.466711426E-1,5.902370345E0
2.771982958E0,4.680766296E0,-3.775598602E0,-3.821553040E-1,6.025841070E0
2.782056958E0,4.700974274E0,-4.174219666E0,-4.022135925E-1,6.299606711E0
2.792131958E0,4.948110352E0,-4.600682831E0,-4.641847229E-1,6.772410650E0
2.802205958E0,5.088069305E0,-5.071753235E0,-4.736151123E-1,7.199683424E0
2.812279958E0,5.359454956E0,-5.590574341E0,-4.189787292E-1,7.755889508E0
2.822353958E0,5.708079987E0,-6.087840271E0,-4.246669006E-1,8.356094678E0
2.832428958E0,6.030659180E0,-6.631659393E0,-5.008584595E-1,8.977673176E0
2.842502958E0,6.277795258E0,-7.268435211E0,-5.222639465E-1,9.618400249E0
2.852576958E0,6.605164490E0,-7.829468536E0,-4.812492371E-1,1.025477334E1
2.862651958E0,7.006330261E0,-8.226592712E0,-4.276606750E-1,1.081426766E1
2.872725958E0,7.426506500E0,-8.552914124E0,-3.885919189E-1,1.133385823E1
2.882799958E0,7.742200012E0,-8.927884369E0,-3.616479492E-1,1.182284101E1
2.892873958E0,7.980354767E0,-9.328301697E0,-3.179388428E-1,1.228024266E1
2.902948958E0,8.169112244E0,-9.628876648E0,-2.894979858E-1,1.263065594E1
2.913022958E0,8.333021393E0,-9.713899841E0,-1.907034302E-1,1.279982279E1
2.923096958E0,8.361462250E0,-9.611812134E0,-1.387614441E-1,1.274049599E1
2.933170958E0,8.321495361E0,-9.694290619E0,-2.338137817E-1,1.277815419E1
2.943245958E0,8.484656067E0,-1.006566833E1,-3.923341370E-1,1.317045913E1
2.953319958E0,8.694819031E0,-1.046997757E1,-4.571493530E-1,1.361724252E1
2.963393958E0,8.845106506E0,-1.089808731E1,-5.745053101E-1,1.404757177E1
2.973467958E0,8.957373047E0,-1.115375565E1,-9.385482788E-1,1.433602699E1
2.983542958E0,8.859776001E0,-1.102337677E1,-1.181493073E0,1.419177199E1
2.993616958E0,8.522227936E0,-1.050156189E1,-1.064735870E0,1.356631245E1
3.003690958E0,8.124055939E0,-9.458381195E0,-6.887178040E-1,1.248741734E1
3.013765958E0,7.746990051E0,-8.109985199E0,-5.418731689E-1,1.122859481E1
3.023839958E0,7.485932922E0,-6.757248230E0,-5.842350769E-1,1.010153087E1
3.033913958E0,7.331603851E0,-5.660478973E0,-7.249424744E-1,9.290800764E0
3.043987958E0,7.523804169E0,-5.217250671E0,-1.205143890E0,9.234701161E0
3.054062958E0,7.977959747E0,-5.538332977E0,-1.882335663E0,9.892631674E0
3.064136958E0,8.535999298E0,-5.896538086E0,-2.514770508E0,1.067504174E1
3.074210958E0,8.990753632E0,-6.089786224E0,-2.959645386E0,1.125516095E1
3.084284958E0,9.197324066E0,-6.542744293E0,-3.253933411E0,1.174675936E1
3.094360750E0,9.267528076E0,-6.933282166E0,-3.382815399E0,1.205823031E1
3.104434750E0,9.105564880E0,-7.088808746E0,-3.410208435E0,1.203295653E1
3.114508750E0,8.787027283E0,-6.930288391E0,-3.178939362E0,1.163384722E1
3.124583750E0,8.327482910E0,-6.574029236E0,-2.902763672E0,1.099958494E1
3.134657750E0,7.811056824E0,-6.182742920E0,-2.681074677E0,1.031635014E1
3.144731750E0,7.391179962E0,-5.544021149E0,-2.430196381E0,9.553615346E0
3.154805750E0,6.955286407E0,-4.921615448E0,-2.188149719E0,8.796948722E0
3.164880750E0,6.640191650E0,-4.458478546E0,-1.850901031E0,8.209507338E0
3.174954750E0,6.388115845E0,-3.896846466E0,-1.480571136E0,7.627943846E0
3.185028750E0,6.115083618E0,-3.480412445E0,-1.199156342E0,7.137611251E0
3.195102750E0,5.771847382E0,-3.220403137E0,-1.049617310E0,6.692302672E0
3.205177750E0,5.433850250E0,-3.074456635E0,-8.583151245E-1,6.302040701E0
3.215251750E0,5.215304718E0,-2.940634918E0,-6.095324707E-1,6.018161418E0
3.225325750E0,5.078189850E0,-2.803070984E0,-4.620890808E-1,5.818826807E0
